customer_id,segment,annual_spend,last_purchase_date,marketing_opt_in
CUST0004293,Occasional,22421.31,2026-04-26,N
CUST0004294,Occasional,93938.29,2026-03-02,Y
CUST0004295,Regular,67664.73,2026-01-14,Y
CUST0004296,Regular,21373.56,2026-01-24,Y
CUST0004297,High Value,68265.85,2026-06-04,N
CUST0004298,High Value,42873.5,2026-06-12,N
CUST0004299,Regular,3455.7,2026-03-05,Y
CUST0004300,Regular,94639.31,2026-07-18,N
CUST0004301,High Value,88608.48,2026-06-02,Y
CUST0004302,Regular,65679.54,2026-06-30,N
CUST0004303,Occasional,21093.77,2026-04-03,N
CUST0004304,Occasional,76034.75,2026-06-22,Y
CUST0004305,Occasional,9127.3,2026-07-26,N
CUST0004306,At Risk,10260.8,2026-05-03,Y
CUST0004307,At Risk,37159.64,2026-01-18,Y
CUST0004308,High Value,51608.11,2026-05-27,N
CUST0004309,Occasional,10124.49,2026-01-06,N
CUST0004310,At Risk,44717.97,2026-04-14,N
CUST0004311,High Value,6611.59,2026-03-13,Y
CUST0004312,At Risk,15721.67,2026-03-13,Y
CUST0004313,Regular,4903.05,2026-02-22,Y
CUST0004314,Occasional,5069.93,2026-04-02,Y
CUST0004315,At Risk,48021.79,2026-04-16,N
CUST0004316,High Value,39846.72,2026-04-26,Y
CUST0004317,Regular,87837.06,2026-04-25,N
CUST0004318,High Value,58864.21,2026-01-15,N
CUST0004319,At Risk,83790.18,2026-03-10,N
CUST0004320,Occasional,40213.29,2026-04-01,Y
CUST0004321,At Risk,55507.99,2026-01-28,Y
CUST0004322,High Value,31665.74,2026-03-01,Y
CUST0004323,Occasional,3772.03,2026-05-24,N
CUST0004324,Regular,16736.21,2026-04-28,Y
CUST0004325,High Value,81865.75,2026-02-16,Y
CUST0004326,Occasional,78607.34,2026-06-07,Y
CUST0004327,Regular,90221.48,2026-05-31,N
CUST0004328,At Risk,81625.73,2026-05-04,Y
CUST0004329,At Risk,72934.34,2026-07-22,Y
CUST0004330,Regular,29201.59,2026-02-26,Y
CUST0004331,High Value,7362.64,2026-05-03,N
CUST0004332,High Value,85562.05,2026-07-01,Y
CUST0004333,Occasional,75074.18,2026-06-05,N
CUST0004334,Occasional,27729.32,2026-05-22,N
CUST0004335,Occasional,44502.72,2026-04-13,N
CUST0004336,Occasional,84890.21,2026-03-08,Y
CUST0004337,At Risk,18008.31,2026-03-26,Y
CUST0004338,At Risk,57903.57,2026-06-19,Y
CUST0004339,High Value,94429.4,2026-04-07,N
CUST0004340,Regular,71938.15,2026-01-08,Y
CUST0004341,At Risk,52285.01,2026-03-02,Y
CUST0004342,Regular,76460.57,2026-03-25,Y
CUST0004343,At Risk,7995.99,2026-04-15,Y
CUST0004344,Occasional,78593.19,2026-03-14,N
CUST0004345,High Value,11990.14,2026-02-28,N
CUST0004346,At Risk,83482.98,2026-06-27,Y
CUST0004347,High Value,38693.97,2026-07-02,Y
CUST0004348,Occasional,6506.35,2026-06-29,N
CUST0004349,High Value,39281.13,2026-06-13,Y
CUST0004350,Occasional,59754.59,2026-06-05,Y
CUST0004351,Occasional,62329.8,2026-06-05,Y
CUST0004352,High Value,39974.95,2026-07-29,N
CUST0004353,Occasional,69164.29,2026-02-25,Y
CUST0004354,At Risk,17713.74,2026-02-05,Y
CUST0004355,Regular,16094.64,2026-04-28,N
CUST0004356,High Value,18711.49,2026-01-11,Y
CUST0004357,High Value,84571.03,2026-01-01,Y
CUST0004358,Occasional,7564.08,2026-04-04,N
CUST0004359,Occasional,1376.43,2026-03-10,N
CUST0004360,Regular,22730.39,2026-05-03,N
CUST0004361,Regular,36078.81,2026-04-16,N
CUST0004362,High Value,7446.47,2026-06-26,N
CUST0004363,Occasional,83462.61,2026-01-07,Y
CUST0004364,High Value,38863.77,2026-02-21,Y
CUST0004365,High Value,33770.68,2026-03-28,Y
CUST0004366,At Risk,61717.02,2026-07-03,Y
CUST0004367,At Risk,83089.84,2026-01-13,N
CUST0004368,Occasional,50060.96,2026-07-27,Y
CUST0004369,High Value,2946.33,2026-02-09,N
CUST0004370,High Value,95958.37,2026-04-05,Y
CUST0004371,At Risk,35940.14,2026-04-01,N
CUST0004372,Occasional,1442.98,2026-07-04,N
CUST0004373,At Risk,90605.46,2026-01-09,Y
CUST0004374,Occasional,13167.51,2026-04-21,Y
CUST0004375,At Risk,21045.43,2026-01-24,N
CUST0004376,At Risk,6449.74,2026-06-08,Y
CUST0004377,At Risk,15862.92,2026-02-12,Y
CUST0004378,At Risk,65311.92,2026-06-20,Y
CUST0004379,At Risk,65226.51,2026-01-12,Y
CUST0004380,High Value,4690.08,2026-01-02,N
CUST0004381,At Risk,50207.93,2026-07-06,N
CUST0004382,Regular,36141.92,2026-03-17,Y
CUST0004383,At Risk,71912.39,2026-06-11,Y
CUST0004384,At Risk,45974.8,2026-07-27,N
CUST0004385,High Value,62169.83,2026-02-11,N
CUST0004386,High Value,75463.39,2026-07-18,Y
CUST0004387,At Risk,66123.25,2026-04-26,Y
CUST0004388,Regular,71842.77,2026-03-23,Y
CUST0004389,Occasional,99706.22,2026-03-27,Y
CUST0004390,High Value,82529.13,2026-03-27,Y
CUST0004391,Occasional,84250.03,2026-06-13,N
CUST0004392,At Risk,83053.66,2026-04-22,N
CUST0004393,Regular,50027.54,2026-02-27,Y
CUST0004394,Regular,80596.29,2026-06-22,Y
CUST0004395,At Risk,78003.48,2026-01-15,Y
CUST0004396,At Risk,798.07,2026-05-09,Y
CUST0004397,Regular,57912.47,2026-07-19,N
CUST0004398,Regular,97899.92,2026-03-04,N
CUST0004399,High Value,49640.07,2026-05-13,N
CUST0004400,Regular,15871.17,2026-06-14,N
CUST0004401,At Risk,78691.74,2026-06-22,Y
CUST0004402,Regular,74582.08,2026-05-09,Y
CUST0004403,High Value,55140.7,2026-02-09,N
CUST0004404,At Risk,86460.89,2026-05-31,N
CUST0004405,Regular,90744.58,2026-02-04,Y
CUST0004406,At Risk,90786.9,2026-03-28,N
CUST0004407,At Risk,97292.07,2026-03-24,Y
CUST0004408,Regular,77142.57,2026-01-21,N
CUST0004409,Occasional,56011.61,2026-02-25,N
CUST0004410,High Value,70492.1,2026-02-07,N
CUST0004411,Regular,46492.96,2026-07-18,Y
CUST0004412,Regular,36793.7,2026-07-08,N
CUST0004413,Occasional,52805.81,2026-07-24,Y
CUST0004414,At Risk,7955.25,2026-04-26,N
CUST0004415,Regular,4116.05,2026-07-28,N
CUST0004416,High Value,35732.39,2026-01-28,Y
CUST0004417,Occasional,19951.49,2026-06-27,N
CUST0004418,Occasional,35615.25,2026-06-08,Y
CUST0004419,At Risk,67241.8,2026-06-22,Y
CUST0004420,High Value,21478.89,2026-05-14,N
CUST0004421,At Risk,88717.66,2026-02-10,Y
CUST0004422,At Risk,20565.28,2026-04-14,Y
CUST0004423,Regular,16387.24,2026-05-11,N
CUST0004424,Occasional,74452.29,2026-04-07,N
CUST0004425,At Risk,61458.71,2026-02-15,N
CUST0004426,Occasional,58314.24,2026-01-15,Y
CUST0004427,Occasional,13051.88,2026-03-30,N
CUST0004428,Regular,79628.92,2026-07-02,N
CUST0004429,High Value,47270.36,2026-04-29,Y
CUST0004430,Occasional,85273.74,2026-04-30,Y
CUST0004431,High Value,40327.35,2026-07-05,N
CUST0004432,High Value,41800.96,2026-05-25,N
CUST0004433,At Risk,55834.29,2026-07-06,Y
CUST0004434,Regular,95000.79,2026-01-05,Y
CUST0004435,Occasional,66559.63,2026-07-02,Y
CUST0004436,Occasional,51395.1,2026-03-01,Y
CUST0004437,Regular,79101.98,2026-02-03,Y
CUST0004438,Occasional,87913.51,2026-04-23,Y
CUST0004439,High Value,55716.37,2026-06-22,N
CUST0004440,At Risk,88903.15,2026-02-10,Y
CUST0004441,Occasional,68431.49,2026-03-30,Y
CUST0004442,High Value,57186.17,2026-03-26,Y
CUST0004443,Occasional,92950.78,2026-05-18,Y
CUST0004444,Regular,64435.29,2026-04-20,N
CUST0004445,High Value,70483.59,2026-05-30,Y
CUST0004446,Occasional,35523.4,2026-02-16,Y
CUST0004447,Regular,14991.56,2026-04-07,N
CUST0004448,At Risk,76982.5,2026-02-15,Y
CUST0004449,Regular,60150.09,2026-02-15,N
CUST0004450,At Risk,85786.94,2026-06-24,N
CUST0004451,At Risk,92001.08,2026-07-12,N
CUST0004452,High Value,50602.16,2026-01-29,Y
CUST0004453,At Risk,62000.24,2026-05-15,Y
CUST0004454,At Risk,49073.54,2026-07-21,N
CUST0004455,Regular,89592.77,2026-07-23,N
CUST0004456,High Value,59103.29,2026-06-24,Y
CUST0004457,Occasional,34218.82,2026-01-16,Y
CUST0004458,High Value,79939.51,2026-04-29,Y
CUST0004459,Occasional,63668.93,2026-04-12,N
CUST0004460,Regular,14459.75,2026-06-18,Y
CUST0004461,At Risk,46252.34,2026-04-13,Y
CUST0004462,High Value,79554.19,2026-01-23,Y
CUST0004463,Occasional,15840.38,2026-02-16,N
CUST0004464,Regular,17978.07,2026-01-31,N
CUST0004465,Regular,78001.44,2026-07-17,N
CUST0004466,High Value,73433.56,2026-01-18,N
CUST0004467,Occasional,77297.2,2026-02-07,N
CUST0004468,High Value,5136.78,2026-07-03,Y
CUST0004469,At Risk,8322.49,2026-07-11,Y
CUST0004470,At Risk,16965.8,2026-07-28,Y
CUST0004471,High Value,98354.1,2026-07-04,Y
CUST0004472,High Value,99314.54,2026-03-16,Y
CUST0004473,Occasional,12747.36,2026-05-22,Y
CUST0004474,High Value,74729.95,2026-07-07,N
CUST0004475,Occasional,38881.93,2026-04-15,N
CUST0004476,At Risk,6502.81,2026-02-05,N
CUST0004477,Occasional,33549.01,2026-03-29,N
CUST0004478,Occasional,57343.86,2026-02-11,N
CUST0004479,At Risk,87395.7,2026-05-11,Y
CUST0004480,Regular,21697.1,2026-04-17,Y
CUST0004481,Occasional,15402.98,2026-05-12,Y
CUST0004482,Occasional,34995.53,2026-04-01,Y
CUST0004483,Occasional,12925.05,2026-03-02,Y
CUST0004484,Regular,2040.62,2026-06-25,Y
CUST0004485,At Risk,53946.16,2026-01-18,N
CUST0004486,Occasional,33132.8,2026-05-26,Y
CUST0004487,Occasional,28822.35,2026-07-08,N
CUST0004488,Occasional,89028.35,2026-01-28,N
CUST0004489,Occasional,2751.49,2026-01-26,Y
CUST0004490,High Value,57974.28,2026-01-17,Y
CUST0004491,Occasional,88243.22,2026-06-20,Y
CUST0004492,Occasional,22039.41,2026-03-20,Y
CUST0004493,Regular,9276.78,2026-02-07,N
CUST0004494,Occasional,40915.09,2026-05-15,N
CUST0004495,Regular,11627.31,2026-01-19,N
CUST0004496,At Risk,76060.88,2026-05-28,N
CUST0004497,At Risk,81637.38,2026-04-01,Y
CUST0004498,High Value,688.06,2026-01-14,Y
CUST0004499,Occasional,74464.01,2026-05-27,Y
CUST0004500,Regular,68882.31,2026-01-13,N
CUST0004501,At Risk,35954.79,2026-07-05,N
CUST0004502,Regular,27564.16,2026-04-04,N
CUST0004503,At Risk,40895.22,2026-04-13,Y
CUST0004504,Regular,30066.48,2026-01-02,N
CUST0004505,At Risk,61041.28,2026-07-06,N
CUST0004506,Regular,7022.8,2026-05-12,Y
CUST0004507,High Value,79099.66,2026-01-10,N
CUST0004508,Regular,58696.91,2026-02-14,Y
CUST0004509,Occasional,7884.62,2026-04-07,N
CUST0004510,At Risk,31872.42,2026-03-05,Y
CUST0004511,At Risk,55452.8,2026-03-30,N
CUST0004512,High Value,63884.41,2026-05-19,N
CUST0004513,High Value,78063.05,2026-06-06,N
CUST0004514,At Risk,378.55,2026-01-17,Y
CUST0004515,At Risk,9249.69,2026-04-14,N
CUST0004516,Occasional,55751.39,2026-02-19,Y
CUST0004517,Regular,21044.05,2026-06-15,Y
CUST0004518,Regular,80999.98,2026-07-20,N
CUST0004519,At Risk,46827.67,2026-04-09,Y
CUST0004520,At Risk,39755.98,2026-07-25,N
CUST0004521,Occasional,14540.89,2026-03-17,N
CUST0004522,At Risk,86661.18,2026-03-06,Y
CUST0004523,Occasional,40123.13,2026-06-25,N
CUST0004524,Regular,45022.96,2026-07-08,N
CUST0004525,At Risk,19661.54,2026-04-11,Y
CUST0004526,At Risk,94926.57,2026-01-03,N
CUST0004527,At Risk,10233.12,2026-06-22,N
CUST0004528,Occasional,33326.62,2026-04-29,N
CUST0004529,Occasional,70697.29,2026-07-19,Y
CUST0004530,Occasional,37048.65,2026-04-16,N
CUST0004531,At Risk,69890.34,2026-04-26,Y
CUST0004532,Regular,2148.59,2026-05-17,N
CUST0004533,At Risk,81283.46,2026-02-16,N
CUST0004534,Occasional,92392.02,2026-05-18,N
CUST0004535,High Value,49625.41,2026-02-06,N
CUST0004536,At Risk,94687.78,2026-06-13,Y
CUST0004537,Regular,90228.26,2026-05-26,N
CUST0004538,At Risk,23763.13,2026-06-06,Y
CUST0004539,High Value,25460.57,2026-03-10,Y
CUST0004540,High Value,86658.07,2026-06-14,N
CUST0004541,Regular,30094.39,2026-03-13,Y
CUST0004542,Regular,5020.29,2026-03-03,Y
CUST0004543,Occasional,26032.15,2026-01-11,N
CUST0004544,At Risk,10943.62,2026-05-03,N
CUST0004545,High Value,58973.64,2026-06-18,N
CUST0004546,High Value,116.06,2026-04-25,N
CUST0004547,Regular,63801.22,2026-02-19,N
CUST0004548,Regular,28551.69,2026-05-27,N
CUST0004549,Regular,86935.67,2026-02-11,Y
CUST0004550,At Risk,59287.32,2026-04-02,N
CUST0004551,Occasional,65737.83,2026-06-21,N
CUST0004552,Occasional,15550.54,2026-01-09,Y
CUST0004553,Occasional,84412.9,2026-05-23,Y
CUST0004554,Regular,11316.94,2026-03-28,Y
CUST0004555,Occasional,83732.55,2026-02-03,Y
CUST0004556,Occasional,76755.39,2026-02-26,N
CUST0004557,Occasional,91504.45,2026-04-30,Y
CUST0004558,Occasional,24972.01,2026-02-02,N
CUST0004559,At Risk,99141.64,2026-02-19,Y
CUST0004560,Regular,32268.11,2026-03-16,N
CUST0004561,Regular,79810.81,2026-06-08,Y
CUST0004562,Regular,75680.59,2026-02-01,N
CUST0004563,Occasional,31204.45,2026-07-25,N
CUST0004564,At Risk,20528.54,2026-03-28,N
CUST0004565,Occasional,88016.51,2026-06-03,Y
CUST0004566,At Risk,99593.34,2026-05-13,N
CUST0004567,Regular,3995.3,2026-01-19,N
CUST0004568,Regular,7169.86,2026-07-25,Y
CUST0004569,At Risk,88780.28,2026-04-21,N
CUST0004570,Regular,63320.76,2026-05-24,N
CUST0004571,Occasional,11788.68,2026-05-03,Y
CUST0004572,Occasional,51354.13,2026-01-03,N
CUST0004573,At Risk,94117.7,2026-01-21,Y
CUST0004574,Regular,93250.62,2026-04-29,N
CUST0004575,Regular,25065.51,2026-05-29,N
CUST0004576,At Risk,69572.63,2026-07-17,Y
CUST0004577,Occasional,78050.28,2026-07-27,Y
CUST0004578,High Value,16970.52,2026-05-21,Y
CUST0004579,Regular,42954.81,2026-05-25,Y
CUST0004580,At Risk,34870.99,2026-02-25,Y
CUST0004581,At Risk,38907.68,2026-06-15,Y
CUST0004582,Occasional,11025.4,2026-06-08,N
CUST0004583,Occasional,83276.77,2026-07-25,Y
CUST0004584,At Risk,60040.81,2026-02-04,Y
CUST0004585,At Risk,44068.29,2026-03-06,Y
CUST0004586,Occasional,28205.51,2026-05-16,Y
CUST0004587,High Value,89639.31,2026-06-07,Y
CUST0004588,Occasional,43744.29,2026-06-14,Y
CUST0004589,Occasional,81098.89,2026-05-15,Y
CUST0004590,At Risk,73882.98,2026-04-02,N
CUST0004591,High Value,79087.86,2026-06-26,N
CUST0004592,At Risk,1121.29,2026-01-27,Y
CUST0004593,At Risk,77693.79,2026-02-27,Y
CUST0004594,Regular,19407.64,2026-05-19,Y
CUST0004595,High Value,26862.98,2026-06-22,Y
CUST0004596,High Value,71231.88,2026-02-23,Y
CUST0004597,Occasional,43094.99,2026-04-01,N
CUST0004598,Regular,55676.53,2026-02-06,N
CUST0004599,At Risk,98408.62,2026-02-20,Y
CUST0004600,Regular,50037.46,2026-04-03,Y
CUST0004601,At Risk,58878.21,2026-07-26,N
CUST0004602,Occasional,97494.8,2026-01-03,Y
CUST0004603,High Value,79208.93,2026-02-28,N
CUST0004604,At Risk,13085.3,2026-07-26,Y
CUST0004605,Occasional,7371.06,2026-04-19,N
CUST0004606,High Value,79648.23,2026-07-04,Y
CUST0004607,At Risk,78427.64,2026-02-05,N
CUST0004608,Occasional,89095.07,2026-05-05,N
CUST0004609,At Risk,44621.11,2026-01-25,N
CUST0004610,High Value,41278.38,2026-04-08,Y
CUST0004611,Regular,87753.63,2026-05-03,Y
CUST0004612,Regular,64057.08,2026-07-20,Y
CUST0004613,High Value,95043.71,2026-02-09,Y
CUST0004614,Regular,46242.69,2026-03-18,N
CUST0004615,Regular,556.16,2026-05-14,Y
CUST0004616,Occasional,29886.17,2026-02-27,N
CUST0004617,At Risk,83560.44,2026-05-30,Y
CUST0004618,Occasional,93535.98,2026-07-12,Y
CUST0004619,High Value,3910.71,2026-06-19,N
CUST0004620,High Value,82038.89,2026-04-01,Y
CUST0004621,Occasional,86854.33,2026-03-22,Y
CUST0004622,High Value,88389.64,2026-02-14,N
CUST0004623,Regular,11683.45,2026-07-23,N
CUST0004624,Regular,70047.67,2026-06-03,N
CUST0004625,Occasional,11542.32,2026-03-14,Y
CUST0004626,High Value,15337.84,2026-05-12,Y
CUST0004627,High Value,54273.35,2026-01-17,Y
CUST0004628,Occasional,47169.17,2026-07-15,N
CUST0004629,Regular,73707.01,2026-01-01,Y
CUST0004630,At Risk,27874.79,2026-05-21,N
CUST0004631,High Value,35134.26,2026-05-02,Y
CUST0004632,Regular,74316.1,2026-06-23,N
CUST0004633,High Value,46796.1,2026-01-31,Y
CUST0004634,High Value,17265.99,2026-04-20,Y
CUST0004635,High Value,89082.02,2026-04-17,N
CUST0004636,At Risk,50269.72,2026-01-15,Y
CUST0004637,High Value,86415.62,2026-07-29,N
CUST0004638,High Value,55704.03,2026-03-04,N
CUST0004639,Regular,45424.58,2026-01-13,Y
CUST0004640,Regular,3025.84,2026-04-09,N
CUST0004641,High Value,57036.74,2026-05-28,Y
CUST0004642,Occasional,9390.9,2026-03-19,N
CUST0004643,High Value,42135.48,2026-07-28,Y
CUST0004644,High Value,67724.13,2026-01-05,Y
CUST0004645,Regular,95521.9,2026-02-26,N
CUST0004646,Occasional,13551.17,2026-02-04,Y
CUST0004647,Occasional,14182.0,2026-01-18,Y
CUST0004648,At Risk,50750.37,2026-04-18,Y
CUST0004649,High Value,12197.85,2026-05-24,Y
CUST0004650,Regular,22739.3,2026-04-06,Y
CUST0004651,Occasional,25490.84,2026-04-17,Y
CUST0004652,Occasional,50834.36,2026-02-02,Y
CUST0004653,High Value,99002.45,2026-06-05,Y
CUST0004654,Occasional,2958.65,2026-06-23,Y
CUST0004655,Occasional,54539.56,2026-02-26,N
CUST0004656,High Value,49517.4,2026-06-30,Y
CUST0004657,Occasional,50386.9,2026-03-31,N
CUST0004658,Regular,3952.42,2026-04-29,N
CUST0004659,At Risk,27165.46,2026-02-19,Y
CUST0004660,Occasional,59365.81,2026-03-19,N
CUST0004661,High Value,98355.92,2026-07-01,Y
CUST0004662,High Value,94192.31,2026-05-07,N
CUST0004663,High Value,76497.82,2026-03-28,N
CUST0004664,High Value,20181.64,2026-01-29,Y
CUST0004665,Regular,94732.85,2026-02-09,N
CUST0004666,Regular,40744.99,2026-01-25,Y
CUST0004667,At Risk,56461.65,2026-03-18,Y
CUST0004668,Regular,89811.92,2026-05-07,N
CUST0004669,At Risk,69367.48,2026-03-07,N
CUST0004670,At Risk,31850.0,2026-05-09,Y
CUST0004671,High Value,11543.76,2026-05-29,N
CUST0004672,Regular,75206.96,2026-02-11,Y
CUST0004673,High Value,89344.42,2026-06-07,Y
CUST0004674,At Risk,56729.39,2026-06-14,N
CUST0004675,At Risk,77876.21,2026-04-28,Y
CUST0004676,Occasional,9199.24,2026-04-24,N
CUST0004677,At Risk,98227.35,2026-06-27,N
CUST0004678,Regular,77801.6,2026-01-19,N
CUST0004679,At Risk,92115.38,2026-02-03,Y
CUST0004680,High Value,96893.81,2026-03-28,N
CUST0004681,Regular,70258.98,2026-06-13,Y
CUST0004682,Regular,39653.5,2026-04-13,N
CUST0004683,Occasional,55325.76,2026-03-24,N
CUST0004684,Occasional,88786.66,2026-04-22,N
CUST0004685,High Value,3749.99,2026-05-01,N
CUST0004686,Regular,24520.97,2026-03-09,Y
CUST0004687,Regular,51019.93,2026-05-05,Y
CUST0004688,At Risk,83256.89,2026-07-06,Y
CUST0004689,Regular,15607.36,2026-07-30,Y
CUST0004690,At Risk,31732.11,2026-05-14,Y
CUST0004691,High Value,33293.38,2026-07-22,N
CUST0004692,High Value,71385.51,2026-07-17,Y
CUST0004693,Occasional,90624.31,2026-01-15,N
CUST0004694,At Risk,17159.4,2026-03-12,N
CUST0004695,At Risk,32461.27,2026-07-07,Y
CUST0004696,High Value,84243.89,2026-07-13,N
CUST0004697,At Risk,63375.37,2026-02-23,N
CUST0004698,High Value,26549.85,2026-01-25,N
CUST0004699,High Value,80274.95,2026-05-09,N
CUST0004700,High Value,45105.65,2026-03-11,Y
CUST0004701,At Risk,41036.58,2026-06-30,N
CUST0004702,Occasional,72153.48,2026-05-02,Y
CUST0004703,Occasional,69839.22,2026-05-27,N
CUST0004704,At Risk,457.62,2026-07-04,N
CUST0004705,Occasional,77953.74,2026-01-04,N
CUST0004706,Occasional,71874.67,2026-01-13,Y
CUST0004707,Regular,53551.89,2026-04-16,N
CUST0004708,Regular,39299.52,2026-04-23,Y
CUST0004709,At Risk,44860.64,2026-06-22,N
CUST0004710,High Value,96018.26,2026-06-29,Y
CUST0004711,Regular,18126.06,2026-04-15,N
CUST0004712,Regular,22115.04,2026-07-30,Y
CUST0004713,High Value,56881.84,2026-06-06,N
CUST0004714,Regular,81380.91,2026-02-01,Y
CUST0004715,At Risk,14498.45,2026-07-01,N
CUST0004716,At Risk,22596.88,2026-07-16,N
CUST0004717,Occasional,84559.41,2026-03-19,N
CUST0004718,High Value,564.12,2026-07-06,Y
CUST0004719,At Risk,42787.89,2026-02-06,Y
CUST0004720,Regular,21979.86,2026-07-06,Y
CUST0004721,High Value,63808.26,2026-05-25,Y
CUST0004722,Regular,41370.97,2026-04-21,N
CUST0004723,Regular,41087.33,2026-05-17,Y
CUST0004724,High Value,99622.03,2026-01-25,N
CUST0004725,Occasional,95659.54,2026-04-02,N
CUST0004726,At Risk,20100.17,2026-05-27,N
CUST0004727,Regular,5118.35,2026-05-30,N
CUST0004728,High Value,48448.64,2026-01-19,N
CUST0004729,High Value,4073.77,2026-06-26,Y
CUST0004730,At Risk,15708.14,2026-07-24,N
CUST0004731,Occasional,1893.5,2026-06-03,Y
CUST0004732,At Risk,37102.75,2026-04-04,Y
CUST0004733,Occasional,92757.12,2026-07-11,Y
CUST0004734,Occasional,68883.52,2026-04-30,Y
CUST0004735,High Value,70895.54,2026-02-28,N
CUST0004736,Occasional,44108.06,2026-03-30,N
CUST0004737,High Value,20948.5,2026-02-09,Y
CUST0004738,At Risk,87543.35,2026-02-09,Y
CUST0004739,Regular,89943.53,2026-07-21,N
CUST0004740,Regular,3801.67,2026-06-20,N
CUST0004741,Regular,81446.23,2026-03-15,Y
CUST0004742,Occasional,99566.62,2026-02-05,Y
CUST0004743,Regular,63491.69,2026-01-23,N
CUST0004744,Regular,93055.65,2026-04-27,Y
CUST0004745,High Value,86225.17,2026-01-26,N
CUST0004746,High Value,29110.64,2026-02-04,N
CUST0004747,At Risk,6581.49,2026-04-27,Y
CUST0004748,High Value,84536.68,2026-05-28,Y
CUST0004749,Occasional,37139.99,2026-07-12,Y
CUST0004750,At Risk,60387.75,2026-06-24,Y
CUST0004751,Occasional,34405.47,2026-03-08,N
CUST0004752,Regular,59553.29,2026-06-07,Y
CUST0004753,At Risk,98147.69,2026-02-21,N
CUST0004754,Occasional,97547.91,2026-01-23,Y
CUST0004755,At Risk,32228.63,2026-02-03,N
CUST0004756,At Risk,80465.07,2026-03-05,N
CUST0004757,High Value,49371.95,2026-04-30,Y
CUST0004758,Occasional,38082.06,2026-01-27,N
CUST0004759,Occasional,31529.59,2026-01-12,Y
CUST0004760,At Risk,96101.6,2026-02-03,Y
CUST0004761,Occasional,32520.05,2026-04-03,N
CUST0004762,At Risk,72308.53,2026-04-01,N
CUST0004763,High Value,8065.71,2026-07-13,N
CUST0004764,High Value,42057.78,2026-01-29,N
CUST0004765,High Value,681.8,2026-04-27,Y
CUST0004766,At Risk,25635.1,2026-01-30,N
CUST0004767,At Risk,81971.97,2026-03-05,N
CUST0004768,Regular,99842.45,2026-04-25,Y
CUST0004769,Regular,43233.71,2026-05-21,Y
CUST0004770,Occasional,71277.12,2026-03-22,Y
CUST0004771,High Value,93530.89,2026-01-15,N
CUST0004772,High Value,56257.24,2026-04-28,N
CUST0004773,At Risk,58594.52,2026-06-27,Y
CUST0004774,Occasional,88878.51,2026-07-03,Y
CUST0004775,Regular,6082.91,2026-01-03,Y
CUST0004776,At Risk,23340.66,2026-06-23,N
CUST0004777,Occasional,84692.42,2026-01-06,N
CUST0004778,Occasional,19628.37,2026-03-26,N
CUST0004779,Regular,17213.45,2026-07-10,Y
CUST0004780,Occasional,46355.49,2026-06-12,Y
CUST0004781,High Value,20295.88,2026-04-08,N
CUST0004782,Occasional,19300.62,2026-03-23,N
CUST0004783,Occasional,61776.9,2026-04-28,Y
CUST0004784,Occasional,84760.79,2026-02-25,Y
CUST0004785,Occasional,1069.9,2026-02-05,Y
CUST0004786,High Value,6015.12,2026-04-11,N
CUST0004787,At Risk,87380.19,2026-03-08,N
CUST0004788,Regular,46923.03,2026-07-12,Y
CUST0004789,At Risk,20669.7,2026-04-11,N
CUST0004790,At Risk,84005.37,2026-06-26,N
CUST0004791,At Risk,36355.52,2026-02-17,Y
CUST0004792,Occasional,72926.99,2026-07-25,Y
CUST0004793,Regular,98178.11,2026-04-01,N
CUST0004794,High Value,87151.17,2026-06-05,N
CUST0004795,Regular,48340.18,2026-07-17,N
CUST0004796,Occasional,98865.98,2026-04-24,Y
CUST0004797,High Value,17601.98,2026-04-02,Y
CUST0004798,Regular,63104.42,2026-07-27,Y
CUST0004799,At Risk,93495.47,2026-05-13,Y
CUST0004800,High Value,91658.12,2026-05-02,N
CUST0004801,At Risk,19486.98,2026-03-30,Y
CUST0004802,Occasional,53231.13,2026-04-25,Y
CUST0004803,Regular,78019.47,2026-06-13,N
CUST0004804,Occasional,41038.89,2026-03-09,N
CUST0004805,Regular,52187.06,2026-04-03,N
CUST0004806,High Value,63910.59,2026-03-07,N
CUST0004807,At Risk,1458.52,2026-03-10,N
CUST0004808,Occasional,51722.33,2026-05-13,Y
CUST0004809,Regular,14158.82,2026-06-12,Y
CUST0004810,Occasional,38601.26,2026-01-12,N
CUST0004811,High Value,25928.23,2026-05-30,Y
CUST0004812,At Risk,22226.22,2026-06-05,Y
CUST0004813,Regular,94161.61,2026-01-25,Y
CUST0004814,Regular,62613.69,2026-01-31,Y
CUST0004815,Regular,79410.89,2026-02-06,Y
CUST0004816,At Risk,38300.6,2026-05-31,Y
CUST0004817,Regular,1454.08,2026-03-28,N
CUST0004818,High Value,39905.09,2026-02-20,N
CUST0004819,At Risk,87960.02,2026-04-06,Y
CUST0004820,High Value,30981.6,2026-04-19,N
CUST0004821,Regular,19691.55,2026-06-11,Y
CUST0004822,Occasional,94090.7,2026-03-22,Y
CUST0004823,Regular,6620.5,2026-05-08,N
CUST0004824,High Value,73875.2,2026-06-13,Y
CUST0004825,High Value,84895.55,2026-03-05,Y
CUST0004826,Occasional,47523.07,2026-05-03,N
CUST0004827,High Value,51300.73,2026-01-12,Y
CUST0004828,At Risk,52751.86,2026-01-11,N
